Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CompensationRatio,IncomeExperienceRatio,PromotionDelay,IfStressed,ManagerFriction,JobChangeFrequency,LoyalityScore,RoleStagnationIndex,ExternalExperienceValue,EducationIncomeRatio,CommuteBurnout,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
1.6258600476711007,-0.08695414885988141,-0.8946540111074368,1.0480083813050662,-1.5706736975439721,0.639758861666827,-1.026432338770692,2.6055647959250257,0.2757385117015196,2.627593090536929,0.950144410172144,-0.653174776053921,0.7612216154550671,-0.42790021213981133,1.1843555000181203,-0.923166022998671,2.7080724322846654,-0.6148938855822819,1.7758799294028953,4.083984614178649,0.7522444473654954,3.8683487809926174,2.1635876732589994,-0.3808392336312667,-0.048985651126457704,-0.08066189830198281,2.1990249174214687,0.0,-0.1876466562602004,2.921848000182725,1.3408182177249233,-1.0921992070409696,-0.7697321224931497,2.260331606697748,-0.3228395144846368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.32938398647853334,0.40711819757916184,-0.15805206217230566,-0.8747027831485342,-0.6625555715303483,1.4756558071241965,0.37878818555332866,-0.05890842147308756,0.2757385117015196,-0.08356795700661108,-0.9645797105457943,0.17144523107373455,-1.155687634598806,-0.42790021213981133,1.1843555000181203,-0.923166022998671,-0.1810508725879582,-0.6148938855822819,0.3325939605170592,-0.34311063785172224,-0.8941069237917426,0.5320623731707294,-0.32656151484161494,-0.3808392336312667,0.1856253259311308,-0.08930651381333829,2.3856347858670843,0.0,-0.1876466562602004,-0.4427903620959244,-0.4655157238203586,-1.1286204995205702,0.20112200999783483,-0.08903724714772843,-0.3228395144846368,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.6258600476711007,0.5560847341939488,-0.5263530366398712,0.08665279907826594,-0.6625555715303483,-0.09779726667791064,0.37878818555332866,0.8292493176596168,-0.6275163344293639,0.39968401990351704,1.0207384816309473,2.6453052524567013,1.0350657940341919,-0.42790021213981133,0.25705718575626313,-0.923166022998671,-0.1810508725879582,-0.6148938855822819,-1.110692008368777,0.131220996294389,0.7522444473654954,1.4419586662130626,0.780171457647547,-0.3808392336312667,-0.35039656129130325,0.646763704336153,0.7061459698565455,0.0,-0.1876466562602004,-0.8032873294829225,0.4891270846647128,0.8995319673421773,-0.5108376871622204,0.43682590851529457,-0.3228395144846368,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.11213464935079626,1.1420197782121106,0.08748192080607137,1.0480083813050662,-0.6625555715303483,-0.1469676752342265,-1.026432338770692,-0.05890842147308756,0.2757385117015196,-0.18193825959812587,-1.1466675932768344,-0.653174776053921,-0.6079992774405566,-0.42790021213981133,-1.597539442767451,0.2454488780200987,-0.1810508725879582,0.955388871083871,0.3325939605170592,0.44744208572512983,1.3010282377512414,-0.3778339198716038,0.780171457647547,-0.3808392336312667,-0.11952862642592686,-0.23914025179602547,-0.4508352145062703,0.0,-0.1876466562602004,0.15803791688240587,1.1255556236547601,0.9746493847315509,-0.7697321224931497,-0.28557092492664465,-0.3228395144846368,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.632880009244956,1.2115374952990112,-0.15805206217230566,-1.8360583653753344,0.24556255448327569,0.639758861666827,0.37878818555332866,-0.947066160605792,-1.5307711805602473,-0.8688524194855693,0.24546430400301839,-0.653174776053921,0.4873774368759423,-0.42790021213981133,0.25705718575626313,-0.923166022998671,-1.311577383190289,2.525671627750024,0.3325939605170592,-0.9755528167132039,-1.1684988189846155,-0.6811326842190482,-1.1566112442084864,-0.3808392336312667,-0.7275328484316118,2.162033254979832,-0.6001231092627626,0.0,-0.1876466562602004,-0.9234529852785885,-0.3064085890728467,-1.7295539795360462,-0.7697321224931497,-0.7312975795544143,-0.3228395144846368,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7568626991601521,0.9756738123255986,-0.6491200281290598,-0.8747027831485342,0.24556255448327569,1.278974172898933,1.7840087098773492,2.6055647959250257,-1.5307711805602473,2.653181953897622,0.45248421990800103,-0.653174776053921,-0.33415509886143185,-0.42790021213981133,1.1843555000181203,1.4140637790388684,1.828774035149519,0.955388871083871,-1.110692008368777,2.819100256455686,1.3010282377512414,3.565050016645173,2.44027091638129,-0.3808392336312667,-0.020947356996469536,0.44618078352098167,1.4899074173281301,0.0,-0.1876466562602004,2.080688409613063,1.1844841920797646,-0.6478719848204594,-0.692063791893871,2.61905951472176,-0.3228395144846368,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5466333236062705,-0.9733050417178636,-0.8946540111074368,1.0480083813050662,0.24556255448327569,0.7872700873357746,-1.026432338770692,-0.05890842147308756,-0.6275163344293639,0.7061211458868926,1.6723329666038698,1.8206852453290456,-0.8818434560196813,-0.42790021213981133,0.25705718575626313,-0.923166022998671,-0.5578930427887352,0.17024749275079462,-1.110692008368777,-0.8174422719978335,-0.6197150285988696,-0.0745351555241594,-0.6032447579639054,-0.3808392336312667,3.0984789303870865,2.3004058301690673,0.39512952244718635,0.0,-0.1876466562602004,-0.833328743431839,-1.181497830184162,1.2751044065842025,0.20112200999783483,0.5191585501683667,-0.3228395144846368,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.6482380305962836,0.4369115049021192,0.3330159037844484,0.08665279907826594,-1.5706736975439721,-0.34364930945948985,-1.026432338770692,1.7174070567923214,-0.6275163344293639,1.6350807837926902,-1.3868835308797067,-0.653174776053921,-1.155687634598806,-0.42790021213981133,0.25705718575626313,0.2454488780200987,1.7031599784159266,0.17024749275079462,0.3325939605170592,2.819100256455686,1.5754201329441144,0.22876360882328498,1.333537943892128,-0.3808392336312667,-0.5840200389224968,-0.11383235775408335,-0.19297430538141985,0.0,-0.1876466562602004,1.9605227538173966,1.3091407791326586,-0.5276850965187276,-0.7697321224931497,1.6925325504972453,-0.3228395144846368,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.06737868350043,0.014839651160222976,0.08748192080607137,0.08665279907826594,1.1536806804968995,0.1480547761036686,-1.026432338770692,-0.947066160605792,0.2757385117015196,-1.1201266678963042,-0.6334598991795026,-0.653174776053921,-0.8818434560196813,-0.42790021213981133,-1.597539442767451,-0.923166022998671,-1.4371914399238814,-0.6148938855822819,0.3325939605170592,-1.1336633614285743,-1.1684988189846155,-0.6811326842190482,-1.1566112442084864,1.2537116377204482,-2.3206368054918727,2.165547479111622,-0.6001231092627626,0.0,-0.1876466562602004,-1.0436186410742547,-2.0565870712954775,-1.7295539795360462,-0.7697321224931497,-1.1079704119942493,-0.3228395144846368,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.1913613734156263,0.4046354219689154,-0.8946540111074368,-0.8747027831485342,1.1536806804968995,0.4922476359978795,1.7840087098773492,-0.947066160605792,-0.6275163344293639,-0.835083509640721,0.3324462849076153,0.9960652382013901,-1.155687634598806,-0.42790021213981133,0.25705718575626313,-0.923166022998671,-0.5578930427887352,0.955388871083871,-1.110692008368777,-0.9755528167132039,-1.1684988189846155,-0.6811326842190482,-1.1566112442084864,-0.3808392336312667,-0.47886906803297874,-0.9274090348801445,-0.6001231092627626,0.0,-0.1876466562602004,-0.7632321108843672,-1.6190424507398198,-1.7295539795360462,1.5603177954852132,-0.8326846028940784,-0.3228395144846368,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
